"","DT25.CNAT.1D.June.2022","DT25.CNAT.1H.Sept.2021","DT25.CNAT.2D.August.2022","DT25.CNAT.2D.June.2022","DT25.CNAT.2H.August.2022","DT25.CNAT.2H.June.2022","DT25.CNAT.2H.Sept.2021","DT25.CNAT.3D.June.2022","DT25.CNAT.3H.August.2022","DT25.CNAT.3H.June.2022","DT25.CNAT.3H.Sept.2021","DT25.MCAV.1D.August.2022","DT25.MCAV.1H.August.2022","DT25.MCAV.1H.June.2022","DT25.MCAV.1H.Sept.2021","DT25.MCAV.2D.August.2022","DT25.MCAV.2H.August.2022","DT25.MCAV.2H.June.2022","DT25.MCAV.2H.Sept.2021","DT25.MCAV.3H.August.2022","DT25.MCAV.3H.June.2022","DT25.MCAV.3H.Sept.2021","DT25.OFAV.1H.August.2022","DT25.OFAV.1H.June.2022","DT25.OFAV.1H.Sept.2021","DT25.OFAV.2H.August.2022","DT25.OFAV.2H.June.2022","DT25.OFAV.2H.Sept.2021","DT25.OFAV.3H.August.2022","DT25.OFAV.3H.June.2022","DT25.OFAV.3H.Sept.2021","DT25.OFRA.1H.August.2022","DT25.OFRA.1H.June.2022","DT25.OFRA.1H.Sept.2021","DT25.OFRA.2H.August.2022","DT25.OFRA.2H.June.2022","DT25.OFRA.2H.Sept.2021","DT25.OFRA.3H.August.2022","DT25.OFRA.3H.June.2022","DT25.OFRA.3H.Sept.2021","DT26.CNAT.1H.August.2022","DT26.CNAT.1H.June.2022","DT26.CNAT.1H.Sept.2021","DT26.CNAT.2D.June.2022","DT26.CNAT.2H.August.2022","DT26.CNAT.2H.June.2022","DT26.CNAT.2H.Sept.2021","DT26.CNAT.3D.August.2022","DT26.CNAT.3D.June.2022","DT26.CNAT.3H.August.2022","DT26.CNAT.3H.June.2022","DT26.CNAT.3H.Sept.2021","DT26.MCAV.1H.August.2022","DT26.MCAV.1H.June.2022","DT26.MCAV.1H.Sept.2021","DT26.MCAV.2D.August.2022","DT26.MCAV.2D.June.2022","DT26.MCAV.2H.June.2022","DT26.MCAV.2H.Sept.2021","DT26.MCAV.3H.August.2022","DT26.MCAV.3H.June.2022","DT26.MCAV.3H.Sept.2021","DT26.OFAV.1H.August.2022","DT26.OFAV.1H.June.2022","DT26.OFAV.1H.Sept.2021","DT26.OFAV.2D.August.2022","DT26.OFAV.2H.August.2022","DT26.OFAV.2H.June.2022","DT26.OFAV.2H.Sept.2021","DT26.OFAV.3D.August.2022","DT26.OFAV.3H.August.2022","DT26.OFAV.3H.June.2022","DT26.OFAV.3H.Sept.2021","DT26.OFRA.1H.August.2022","DT26.OFRA.1H.June.2022","DT26.OFRA.1H.Sept.2021","DT26.OFRA.2D.August.2022","DT26.OFRA.2H.August.2022","DT26.OFRA.2H.June.2022","DT26.OFRA.2H.Sept.2021","DT26.OFRA.3D.August.2022","DT26.OFRA.3D.June.2022","DT26.OFRA.3H.August.2022","DT26.OFRA.3H.June.2022","DT26.OFRA.3H.Sept.2021","DT28.CNAT.1D.Febr.2022","DT28.CNAT.1D.June.2022","DT28.CNAT.1H.Febr.2022","DT28.CNAT.1H.June.2022","DT28.CNAT.1H.Sept.2021","DT28.CNAT.2D.June.2022","DT28.CNAT.2H.Febr.2022","DT28.CNAT.2H.June.2022","DT28.CNAT.2H.Sept.2021","DT28.CNAT.3D.June.2022","DT28.CNAT.3H.Febr.2022","DT28.CNAT.3H.June.2022","DT28.CNAT.3H.Sept.2021","DT28.MCAV.1D.Febr.2022","DT28.MCAV.1D.June.2022","DT28.MCAV.1H.Febr.2022","DT28.MCAV.1H.June.2022","DT28.MCAV.1H.Sept.2021","DT28.MCAV.2D.Febr.2022","DT28.MCAV.2H.Febr.2022","DT28.MCAV.2H.Sept.2021","DT28.MCAV.3D.Febr.2022","DT28.MCAV.3H.Febr.2022","DT28.MCAV.3H.Sept.2021","DT28.OFAV.1D.Febr.2022","DT28.OFAV.1D.June.2022","DT28.OFAV.1H.Febr.2022","DT28.OFAV.1H.June.2022","DT28.OFAV.1H.Sept.2021","DT28.OFAV.2D.June.2022","DT28.OFAV.2H.Febr.2022","DT28.OFAV.2H.June.2022","DT28.OFAV.2H.Sept.2021","DT28.OFAV.3D.Febr.2022","DT28.OFAV.3D.June.2022","DT28.OFAV.3H.Febr.2022","DT28.OFAV.3H.June.2022","DT28.OFAV.3H.Sept.2021","DT28.OFRA.1H.Febr.2022","DT28.OFRA.1H.June.2022","DT28.OFRA.1H.Sept.2021","DT28.OFRA.2D.June.2022","DT28.OFRA.2H.Febr.2022","DT28.OFRA.2H.June.2022","DT28.OFRA.2H.Sept.2021","DT28.OFRA.3H.Febr.2022","DT28.OFRA.3H.June.2022","DT28.OFRA.3H.Sept.2021"
"Hyphomicrobiaceae_Prop",0,0,0,0,0,0,0.0061903458,0,0,0,0,0,0,0,0,0.00088212,0,0,0,0,0,0.0003105879,0,0,0.0037298853,0,0,0.0071988157,0,0,0,0,0,0.0028865634,0,0,0.0013057037,0.0004345454,0.0007306872,0,0,0,0,0,0,0,0.0009203653,0,0,0,0,0.000378516,0,0,0,0,0,0,0,0,0,0,0,0,0.0059533304,0.0011856311,0,0,0.0027713607,0,0,0,0.0007365419,0,0,0.0015687429,0.000363145,0,0,0.0027027615,0,0,0,0,0,0.0010237467,0,0,0,0,0,0,0,0.0016863406,0,0,0,0.0010185355,0,0,0,0,0.0001705476,0,0,0,4.13441e-05,0,0,0,0,0.0003382568,0,0.0030865369,0.0035277502,0,0.0002411053,0.0038478725,0,0,0,0,0,0.0015299154,0,0.0002500455,0,0.0004076087,0,0,0,0,0
"Hyphomonadaceae_Prop",0,0.0003190922,0.00969214,0.001077235,0.000591002,0,0.01041504,0.003255581,0,0,0,0,0.0001629601,0,0,0.005112695,0,0.001125518,0.0003415328,0,0,0.002205174,0,0,0.000876227,0,0,0.0007991406,0.0001943543,0,0,0,0,0.0005369465,0,0,0.007309609,0.007433501,0.002897553,0,0.005894339,0,0,0.001622633,0,0,0.001050645,0.01554723,0.002965391,0,0,0.005839961,0,0,0.0004772424,0.0007336619,7.213109e-05,0,0,0.002356397,0.0136485,0.001133982,0,0,0.003681495,0.0007182188,0.0001408309,0,0.002056707,0.0005836401,0,0,0.001498357,7.147282e-05,0,0.00216781,0.008639473,0,6.99375e-05,0.005261898,0.0008667581,0.008869938,0,0,0.001738535,0.001477573,0.000451752,0,0,0.0007595911,0.0007657746,0,0,0.003431235,0.05085873,0,0,0.004780694,0,0,0,0,0.0001193833,0.0001888963,0,0,0.001116291,0,0,0.001468139,0.0003156819,0.004050409,0,0.001796263,0.01672526,0,0,0.02084802,0.001317499,0.001156665,0,0,0.0005809942,0.001398592,0,0.001523004,0,0,0,0,0,0,0
"Iamiaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.829034e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Idiomarinaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0.0007381135,0,0,0.000522071,0,0,0,0,0,0,0.0003744539,0,0,0,0,0,1.050564e-05,0,0,8.069657e-05,0,0,0.003140942,0,0.0001865291,0.01795505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001026027,0,9.193035e-05,0,0,0,0.0003549134,0,0,0.0001526718,0,0,0,0,0,0,5.397528e-05,0,0,0,0.0001442392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002515243,0,0,0,0,0.0004263021,0,0,0,0,0,0,0,0,0,0,0,0,0.0002725813,0,0,0.0004184465
"Ilumatobacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0.000172546,0,0,0.0004320588,0,0,0,0,0,0,0,0,0.000248659,0,0,0.001296966,0,0,0,0,0,0.0006626148,0.002401897,0,0.0002040162,0.0001294391,0.0001007844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002429961,0,0,0.001142384,0,0,4.290083e-05,0.000116339,0,0,0,0.0002816189,0.0003017741,0,6.092206e-05,5.911663e-05,0,0.0001035075,0.0009357387,0,2.698764e-05,0,0,1.439184e-05,9.850484e-05,0,0,0,0,0,0.0002154902,0,7.026419e-05,0,0.0002532046,0,0,0,0,0,0,0,0,0,0,4.909611e-05,0,0,0,0,3.469301e-05,0,0.0007273601,6.610776e-05,0,0,0.001484534,0,0,0,0,0,0,3.608887e-05,0,0,0.0002581522,0,0,0,0,0
"Inquilinaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004053173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007884781,0,0,0,0,0,0.047602289,0.016014546,0.033776464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intrasporangiaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001224329,0,0,0,0,0,0,0.0001028195,0,0,0,0,0,0,0,0,0,5.670492e-05,0,0,0,0,0,0,0,0,0.003884974,6.991432e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.580639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iodidimonadaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003240441,0.002029503,0,0,0,0,0.0001863528,0,0,0.002462908,0,0,0.0001310067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.596217e-05,0,0,0,0,0,0,0,0.0001376422,0,0.0008622766,0,0,0,0,4.392467e-05,0.0007497628,0,0.0004758674,0,0,0,0.0002394063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003981638,0.0001039631,0.0001740782,0,0.001908607,0,0,0,0,0.001989722,0.0001545515,0,0,0,0,0,0,0,0,0,0.0003541928,0.000234382,0,0,0.001385234,3.395616e-05,0,0,0,0,0,0,0.000113657,0,0,0,0,0,0,0
"Izemoplasmataceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001875072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.309927e-06,5.611924e-05,0,0,0,0,0,0,0,0,0,0,0,0.0005487487,0,0,0,0,0,0.0001617469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001201563,0,0,0,3.006494e-05,0.0003035638,0,0,0,0,0,0,0.0009937838,0,0,0,0,0,0,0,0,0.000234375,0,0,0,0,0
"JG30-KF-CM45_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.466326e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001392727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.547935e-05,0,0,0,0,0,0,0,0,0,0,1.264974e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358696e-05,0,0,0,0,0
"JTB215_Prop",0.00579704,0,0,0,0,0,0,0.05226817,0,0,0,0.00757014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002726947,0,0,0,0,0,0,0,0,0,0,0,0.0008036558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01825765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003064365,0,0,0,0,0,6.328893e-05,0.0001779216,0,0,0.003059191,0,0,0,0,0,0,0,0.2117312,0.02910007,0.0002436096,0,0,0.1808597,0,0,0.002782975,0,0,0,9.019482e-05,0,0,0,0,0,0,0,0,0.02253407,0,0,0,9.849241e-05,0,0,0,0,0,0,0,0,0
"Kangiellaceae_Prop",0,0,0,0,0.0004925017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001599528,0,0,0.0008525452,0,0,0.000491275,0,0,0,0,0,0.0001104358,0,0,0,0,0.002166865,0,0.0004366177,0,0,0,0,0,0.0006387923,0,0,0,0,0,0,0,0.001418092,0,0,0,0,0,0,0,0,0,0.000185368,0.0001596042,0,0,0.001940368,0,0,0,0,0,0,8.122941e-05,0,0,0,0.00915283,0,0,0,0,0,0.0007423043,2.83709e-05,0,0,0.0008608699,0,0,0,0,0,0,0,9.175996e-05,0,0,0,0,0.0003354102,0,0,0,0,0,0,4.556293e-05,0.0001102381,0.001630571,0,0.001144802,0,0,0,0.0002383198,1.358247e-05,0,0,0,0,0,0,0.0004091653,0,0,0,0,0,0,0
"KCLunmb-38-53_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008492132,0,0,0,0,0,0,0,0,0,0,0,0,1.260774e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293265e-05,0,0,0,0,0,0,0,0.000187746,0,0,0,0.002085972,0,0,0.0001784432,0,0,0,0,0,0.0002110818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KI89A clade_Prop",0,0,0,0,0.004334015,0,0.01414098,7.751383e-05,0,0,0.0005366355,0,0.003518021,0.0001606075,0,0.06558292,0,0,0.001000203,0,0,0.003136938,0.0007281048,0,0.01171066,0,0,0.02262485,0.0004202255,0,0,0,0.001563165,0.008393121,0,0,0.01579668,0.001035513,0.003250298,0.0006236708,0.0006185417,0,0,0.001203889,0.0003407155,0,0.003807539,0.0003303074,0.0001875072,0,0,0.006778878,0.00358027,0,0.002972538,0.0004514843,0,0,0.0003898314,0.000214218,0,0.004485304,0,0,0.01360946,0.002964078,0.0002347182,0,0.008434576,9.540271e-05,0,0,0.01014911,0,0.0001285657,0.01122489,0.003014948,0,0,0.01080669,0,0.001313398,0.001217307,0.0003212708,0.0009786454,0.003736148,1.745901e-05,0,0,0.0002498211,0,0.0004209577,0,0.006604834,0.000779723,0,0.0002501611,0.007735364,0,4.909628e-05,0,0.0001403399,0.006361424,0,0.0001195834,0,0,0,0,0.0001341575,0,0.007138087,0,0.02084677,0.01129842,0,0,0.01402115,5.885735e-05,0,0,0.0002212585,0.0001561422,0.01453748,0.0002751776,0.1822093,0.1537598,0.0006589674,0,0.00023999,0,0,0
"Kiloniellaceae_Prop",0,0.001960138,0.006079991,0.01104248,0.04752641,0.3396057,0.0229033,0.0005902977,0.003434403,0.1049339,0.009506115,0.0003787737,0.0353911,0.01724299,0.3187329,0.05461943,0.1426355,0.07842608,0.03773125,0.3849878,0.2443391,0.1823772,0,0.01499489,0.09977147,0.0447893,0,0.08764345,0.009759736,0,0,0.127202,0.06023914,0.07917105,0,0.003459736,0.02038996,0.01997984,0.07007878,0,0.01906564,0.01497029,6.671877e-05,0.02858364,0,0,0.02586268,0.007745139,0.0007500286,0,0.0265326,0.1116131,0.1287374,0.2524684,0.3580272,0.1708492,0.01018746,0.1950512,0.06504694,0.05187135,0.1185356,0.08148471,0.001060197,0,0.03210746,0.0190271,0.0003822553,0,0.0548289,0.009573943,0.01421419,0.001270391,0.02272087,0.005201633,0.0004941744,0.01842892,0.02189849,0.003951473,0.00072735,0.07627358,0.002593449,0.000526259,0.123174,0.02964207,0.000569917,0.01938786,0,0,0.0004678521,0.004662201,0,0,0,0.05820217,0.003805048,0.04877354,0.00201645,0.1164617,0.003395493,0.01362772,0.105657,0.1581163,0.3064683,0.05381828,0.1039941,0.1912308,0.01277016,0.01085938,0.0009755349,0.00107326,0.002966407,0.01174358,0,0.1117858,0.0385288,0.0003263175,0.0164336,0.07191301,0.001473698,6.271078e-05,0.0002545055,0.0001041217,0.002610843,0.03484661,0.002611932,0.02408961,0.001954045,0.006837636,0,0.004536108,0.01015594,0.001217629,0
"Kineosporiaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002849877,0,0,0,0,0,0,0,0,0,0,0,0,0,8.351792e-05,0,0,0,0,0,0,0.00104292,0,0,6.974109e-05
"Kiritimatiellaceae_Prop",0,0,0,0,0,0,0.0005672039,0.0001848407,0,0,0,0,0,0,0,0.0003060416,0,0,0,0,0,0.0001087058,0,0,0,0,0,0.0006484829,0,0,0,0.0002985773,0,0.001888833,0,2.806275e-05,0.0009501326,0.0002588781,0.0002015689,0,0,0,0,0,0,0,0.0001554955,0.0003303074,0.000274316,0,7.031607e-05,0.0001622212,0,0,0.001063569,0.000244554,0,0,0,0,0,0.001052983,0,0,0.000224166,7.980209e-05,0,0,0.0004238063,5.050732e-05,0,0,0.00289562,0,0,0.0006142974,0,0,2.238e-05,0.001070659,2.04746e-05,0.001277415,0.0004521425,8.515613e-05,5.468901e-05,0.0004854881,1.091188e-05,0,0,6.076729e-05,1.953507e-05,0,0,0.0001112516,9.356677e-05,0,0,3.670398e-05,0,0,0,0,0.0003013007,0,0,0,0.0004496171,0,0,0.0001746579,4.509741e-05,0.0004336626,0,0,0.0001622645,0,0,0.0007099945,5.659361e-05,7.664651e-05,0,0,3.268093e-05,0.001549614,0,0.001034279,0,0.0001494565,5.117682e-05,0,0,0,0
"koll11_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03606e-06,0,0,0,0.0007798469,0,0,0,0,0,0,0,0,0,0,0,0,0.0003013007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001638449,0,0,0,0,0,0,0,6.819422e-05,0,0,0,0,0,0,0
"Kordiimonadaceae_Prop",0,0,0,0.000355784,0.0007880027,0,0.003559693,0,0,0,0,2.133937e-05,0.0003259202,0,0,0.001242169,0,0,0.001886562,0,0,0.0005279995,0,0,0.001752454,0,0,0.00315071,0,0,0,0,0.0003150882,0,0,0,0.0001573839,0.0005732302,0,0,0,0,0,0.0002704389,0,0,0.005765941,0.0006264451,7.291945e-05,0,0,0.001686117,0,0,0.0004772424,0,0,0,0,0,0,0,0,0,0.001672623,0.001425037,0,0,0.0002368329,0,0,0,0.003697151,0,0,0.001543359,0.0001689047,0,0,0.0006310796,0,0.0002698764,0,0.0002438562,0,0.0004186456,3.055328e-05,0,0,0,8.204727e-05,0.0001353078,0,0.001030542,0.0001559446,0,0,0.003193246,0,0,0,0,0.001449654,0,0,0,0,0,0,0.0002328772,0.0001052273,0.0007632462,0,0.001258649,0.002500075,0,0,0.001618589,7.243982e-05,9.75501e-05,0,0,0,0.0005384252,0,0.000994499,4.157543e-05,0.0002513587,0,0,0,0,0
"Labraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002700726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001020229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001439849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_Prop",0.02785793,0,0,0,0,0,0,0.0008288018,0,0,0.000698979,0.1167957,0.0001150307,0,0,0,0,0,0,0,0,0,0,0,0,0.008512176,8.533199e-05,0,0,0,0.001263249,0.001121682,0.0001882345,0.009615531,0.005748129,0.000108242,0,0,0,0.0005113326,0,0,0.0001834766,0,0,0,0,0.0004214267,0.002948029,0,0,0,0,0.0003728764,0,0.002426728,0.04458974,0.0004760248,0.0007741723,0,0.001142231,0.0001619974,0.000561281,0,0.0002284768,0,0.0002615431,0,0,0.01768879,0,0.0008657233,0,0.0004844269,0.0004660506,0,0.003166962,0.0009924916,0.00017904,0,0.006510923,0.002824706,0.0007999444,0,0,7.387863e-05,0.0002073258,0,0,0,0.001379176,0,0.001512812,0,0,0,0.0005988705,0,0.001691316,0.03215806,0,0.0005691564,0.001000546,0.0007985163,0,0,0.00341864,0,0,0.02095389,0.0001052273,0,0.0005238561,0,7.211755e-05,0,0,0,0.005328854,0.01771928,0,0,0,0.0003611388,0,5.114566e-05,0,0.00046875,0,0,0,0.0001897881,0
"Lactobacillaceae_Prop",0,0,0,0,0,0.01025074,0,0,0,0,0.001758721,0,0,0.0001249169,0.002102358,0,0,0,0.0004228502,0,5.334187e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679186,0.0004725953,0,0.0007684592,0.0003026173,0.0005932207,0,0.001168224,4.622839e-05,0,0,0,0.000339861,0,0.003923062,0.00102541,0,0.0003386132,0,0.0001647778,0,0,0,0,0,0.000387859,0,0,0,0,0,0,0,0,0.000137199,0,0.0001687425,0,0,0,0,0,3.412434e-05,0,0,0,0.0001439184,0,1.745901e-05,0,3.385772e-05,0.0001080307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000641402,0,0,0,0,0,0,0,0,0,0,0.0005302659,0.0009679155,0,0,0,0,0.0001041217,0,0,0.0004059998,0,0,0,0,0,0.0008552963,0,0
"Latescibacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.240266e-05,0,0,0,0,0,0.0005788359,0,0,0.000174871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001769685,0,0,0,0,0,0,0,0,0,0,0,0,2.58653e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.528409e-05,0,0,0,0,0,0,0,0,0,0.0001958057,0,0,0,0,0,0,0,0,0,0,0,0,0.0004149991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001141949,0,0,0,0,0,0.004248306,0,0,0,0,0,0,0,0,0
"Legionellaceae_Prop",0,0,0,0.0002800152,0,0,0,0,0,0,0,0,0.0007956288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.903003e-05,0,0,0.0001032316,0,0,0,0,0,0.0006865743,0,0,0,0,0,0,0.0002888292,0.0001482039,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176136e-05,0,0,0,0,0,3.51803e-05,0,0,0,0,0,0,0,0,9.356677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.692384e-05,0,0,0,0,0,0.0004250397,0,0,0,0,0,2.841426e-05,0,0.0001868207,0,0,0,0,0
"Lentimicrobiaceae_Prop",0,0.007377693,0.000199909,0.0002767209,0,0,0.002640432,0,0,0,0,0,0,0.001200095,0,0,0.006935534,0.0007353383,0.03771498,0.005425336,0.00120686,0.0008851756,0,0,5.920453e-05,0,0,0.0001703087,0,6.91912e-05,0.01402552,0,0.0006097162,0.0008530214,0,0,0.0002040162,0,0.0007222885,0,0.0251419,0,0.2273299,0.01064744,0.0009601982,0,0.0002899781,0,0,0.0002130797,0.002402466,0.00766372,0,0.003682154,0.0004227004,0.002784153,0.0004327866,0.001162599,0.01471476,0.01649478,0.006701866,0.01986493,0,0,0.000370736,0,0,0,0.0005816949,0.002991156,0,0,0.0007798679,0,0,3.553787e-05,0.001553923,0,0,0,0,0,0,0.0001045098,0,0.0007352682,0,0,4.616961e-05,0.006444709,0.0001797226,0,0.002466091,0.0004040191,0.0003638708,0.002532046,0.0001667741,0.007505964,0,0,7.830309e-05,0,0.001125614,0.0001030344,0.002804775,0.002837411,0.0001059442,0.003835301,0,1.01251e-05,0,0,0,6.957358e-05,6.610776e-05,0,0,0.002110124,8.602228e-05,0,0,0,0,0.0002954772,0,0.000380751,0,0,0,0,0,0,0
"Lentisphaeraceae_Prop",0,0,0.0002619497,0.002124821,0,0,0.0005280864,0.0005783724,0,0,0,0,0,0,0,0,0,0,0.0002927424,0,0,0.0009938814,0,0,0.0004381135,0,0,0.0006288319,0,0,0,0,0,0.0001218602,0,0,0.0006528519,0,0,0,0,0,0.0001215235,0.001823281,0,0,0.01980256,0.00123011,0.004048766,0,0,0.0006193899,0,0,0.000109084,0,0,0,0,0,0,5.06242e-05,0,0,0.001383794,0.0001026027,0,0,0.0007603583,0,0,7.297285e-05,0.001361158,0,0,2.538419e-05,0,0,0,0.0001915,0,0,0,0,0.0004950794,0.000939314,0.002568658,0,0,0.0001890538,0.0009181481,0.0001804104,0,0.0002927675,0.003337215,0,0.0002425804,0.001550743,4.823143e-06,0,0,0,0.0002615063,0,0,0,0.0001731284,0,0,0.0006125683,4.509741e-05,0.0004857021,0,0.0001264974,0,0,0.0002341168,0.0001936349,5.659361e-05,0.0004389754,0,0,0.000101674,0.001831959,0,0.0004546281,0,0,0,0,0,0,0
"Leptospiraceae_Prop",0,0.001216758,0,0,0,0,9.779377e-05,0.0002683171,0,0.0001100789,0,2.133937e-05,0.0002971626,0.0004952063,0,0.0004860661,0.0001006365,0,0.0001545029,0,0,0,0,0,0,0,0,7.205366e-05,0.0001103092,0.0002645546,0.0003634004,0,0,0,0,0.0006895418,0,0.001599497,0.001150622,0,0,0,0.002239844,0.0008854691,0.0001084095,0,0.0002101291,0,0,0,7.031607e-05,0.0004670003,0,0,0,0.0005643553,0.001502024,0,0.0003898314,0.0009792821,0.0001515204,0.0004961171,0,0,0.001379483,0.0008322218,0.0003554304,0,0.0002492978,0.0002918201,0,4.975421e-05,0.000209409,0,0,0,0,0,0,0.0001610341,0,0,0,0.0002206318,0,0.001065963,0,0,0,0.0002363172,0,0,0,0.001621932,6.237784e-05,7.912644e-05,8.338703e-05,0.001000184,0,0.0001683301,0.0001609563,0,0.000420684,0,0.0002554737,4.282885e-05,0,6.574802e-05,0.0001424939,0,0,0.0001561185,0.002453852,0.0002150456,0.0007812735,0,0.0003109909,0.0003773398,0,0.002717467,0,0.0001145338,0,0.0003939696,0,5.114566e-05,0,0.003712636,0,0,0,2.345696e-05,0
